Index,year,county,population,firearm_count
1997-Wayne,1997,Wayne,92812,9
1997-Westchester,1997,Westchester,887311,509
1997-Wyoming,1997,Wyoming,43969,5
1997-Yates,1997,Yates,23866,0
1996-Albany,1996,Albany,291536,117
1996-Allegany,1996,Allegany,51291,3
1996-Bronx,1996,Bronx,1203693,4536
1996-Broome,1996,Broome,208713,33
1996-Cattaraugus,1996,Cattaraugus,85642,18
1996-Cayuga,1996,Cayuga,83182,8
1996-Chautauqua,1996,Chautauqua,142287,23
1996-Chemung,1996,Chemung,94605,20
1996-Chenango,1996,Chenango,52382,3
1996-Clinton,1996,Clinton,87051,2
1996-Columbia,1996,Columbia,63454,10
1996-Cortland,1996,Cortland,49410,10
1996-Delaware,1996,Delaware,47772,6
1996-Dutchess,1996,Dutchess,261693,98
1996-Erie,1996,Erie,968442,1299
1996-Essex,1996,Essex,37978,2
1996-Franklin,1996,Franklin,49161,7
1996-Fulton,1996,Fulton,54478,9
1996-Genesee,1996,Genesee,61341,11
1996-Greene,1996,Greene,47365,5
1996-Hamilton,1996,Hamilton,5241,1
1996-Herkimer,1996,Herkimer,66869,3
1996-Jefferson,1996,Jefferson,114980,2
1996-Kings,1996,Kings,2304633,7117
1996-Lewis,1996,Lewis,27632,0
1996-Livingston,1996,Livingston,65021,3
1996-Madison,1996,Madison,71768,5
1996-Monroe,1996,Monroe,727575,1043
1996-Montgomery,1996,Montgomery,52138,5
1996-Nassau,1996,Nassau,1302292,526
1996-New York,1996,New York,1489938,3725
1996-Niagara,1996,Niagara,221806,71
1996-Oneida,1996,Oneida,249746,83
1996-Onondaga,1996,Onondaga,473732,212
1996-Ontario,1996,Ontario,98857,4
1996-Orange,1996,Orange,320759,133
1996-Orleans,1996,Orleans,45653,2
1996-Oswego,1996,Oswego,125869,5
1996-Otsego,1996,Otsego,61638,5
1996-Putnam,1996,Putnam,89290,3
1996-Queens,1996,Queens,1959672,4151
1996-Rensselaer,1996,Rensselaer,156474,54
1996-Richmond,1996,Richmond,381658,382
1996-Rockland,1996,Rockland,275095,57
1996-Saratoga,1996,Saratoga,193045,11
1996-Schenectady,1996,Schenectady,149708,88
1996-Schoharie,1996,Schoharie,33062,6
1996-Schuyler,1996,Schuyler,19028,0
1996-Seneca,1996,Seneca,32661,3
1996-Steuben,1996,Steuben,100697,7
1996-St. Lawrence,1996,St. Lawrence,115583,6
1996-Suffolk,1996,Suffolk,1348867,452
1996-Sullivan,1996,Sullivan,70692,21
1996-Tioga,1996,Tioga,53468,4
1996-Tompkins,1996,Tompkins,96386,19
1996-Ulster,1996,Ulster,169009,22
1996-Warren,1996,Warren,61387,6
1996-Washington,1996,Washington,60834,0
1996-Wayne,1996,Wayne,93063,8
1996-Westchester,1996,Westchester,889681,553
1996-Wyoming,1996,Wyoming,44087,6
1996-Yates,1996,Yates,23930,1
1995-Albany,1995,Albany,290756,157
1995-Allegany,1995,Allegany,51158,12
1995-Bronx,1995,Bronx,1200406,5414
1995-Broome,1995,Broome,208154,31
1995-Cattaraugus,1995,Cattaraugus,85416,14
1995-Cayuga,1995,Cayuga,82961,9
1995-Chautauqua,1995,Chautauqua,141908,24
1995-Chemung,1995,Chemung,94353,23
1995-Chenango,1995,Chenango,52245,5
1995-Clinton,1995,Clinton,86818,4
1995-Columbia,1995,Columbia,63286,11
1995-Cortland,1995,Cortland,49280,3
1995-Delaware,1995,Delaware,47647,2
1995-Dutchess,1995,Dutchess,260997,131
1995-Erie,1995,Erie,965846,1457
1995-Essex,1995,Essex,37878,0
1995-Franklin,1995,Franklin,49030,5
1995-Fulton,1995,Fulton,54334,7
1995-Genesee,1995,Genesee,61178,8
1995-Greene,1995,Greene,47242,2
1995-Hamilton,1995,Hamilton,5228,0
1995-Herkimer,1995,Herkimer,66693,4
1995-Jefferson,1995,Jefferson,114677,7
1995-Kings,1995,Kings,2298337,9578
1995-Lewis,1995,Lewis,27559,1
1995-Livingston,1995,Livingston,64849,7
1995-Madison,1995,Madison,71578,3
1995-Monroe,1995,Monroe,725620,1202
1995-Montgomery,1995,Montgomery,51999,2
1995-Nassau,1995,Nassau,1298798,571
1995-New York,1995,New York,1485868,4565
1995-Niagara,1995,Niagara,221211,87
1995-Oneida,1995,Oneida,249082,100
1995-Onondaga,1995,Onondaga,472465,223
1995-Ontario,1995,Ontario,98595,6
1995-Orange,1995,Orange,319910,88
1995-Orleans,1995,Orleans,45533,8
1995-Oswego,1995,Oswego,125534,1
1995-Otsego,1995,Otsego,61473,6
1995-Putnam,1995,Putnam,89053,11
1995-Queens,1995,Queens,1954319,5438
1995-Rensselaer,1995,Rensselaer,156057,49
1995-Richmond,1995,Richmond,380616,480
1995-Rockland,1995,Rockland,274361,93
1995-Saratoga,1995,Saratoga,192530,16
1995-Schenectady,1995,Schenectady,149307,91
1995-Schoharie,1995,Schoharie,32975,1
1995-Schuyler,1995,Schuyler,18977,0
1995-Seneca,1995,Seneca,32576,3
1995-Steuben,1995,Steuben,100432,9
1995-St. Lawrence,1995,St. Lawrence,115276,7
1995-Suffolk,1995,Suffolk,1345242,479
1995-Sullivan,1995,Sullivan,70504,34
1995-Tioga,1995,Tioga,53326,4
1995-Tompkins,1995,Tompkins,96130,15
1995-Ulster,1995,Ulster,168560,29
1995-Warren,1995,Warren,61223,8
1995-Washington,1995,Washington,60674,2
1995-Wayne,1995,Wayne,92816,8
1995-Westchester,1995,Westchester,887306,654
1995-Wyoming,1995,Wyoming,43971,3
1995-Yates,1995,Yates,23867,2
1994-Albany,1994,Albany,293843,162
1994-Allegany,1994,Allegany,51575,2
1994-Bronx,1994,Bronx,1203141,7498
1994-Broome,1994,Broome,213168,42
1994-Cattaraugus,1994,Cattaraugus,85932,6
1994-Cayuga,1994,Cayuga,94356,10
1994-Chautauqua,1994,Chautauqua,142115,26
1994-Chemung,1994,Chemung,95512,11
1994-Chenango,1994,Chenango,52369,1
1994-Clinton,1994,Clinton,86314,4
1994-Columbia,1994,Columbia,63206,10
1994-Cortland,1994,Cortland,49608,4
1994-Delaware,1994,Delaware,47664,5
1994-Dutchess,1994,Dutchess,263713,119
1994-Erie,1994,Erie,975490,1749
1994-Essex,1994,Essex,37646,9
1994-Franklin,1994,Franklin,48122,7
1994-Fulton,1994,Fulton,54154,8
1994-Genesee,1994,Genesee,61036,6
1994-Greene,1994,Greene,46535,7
1994-Hamilton,1994,Hamilton,5395,0
1994-Herkimer,1994,Herkimer,66376,7
1994-Jefferson,1994,Jefferson,114027,12
1994-Kings,1994,Kings,2303574,15260
1994-Lewis,1994,Lewis,27521,1
1994-Livingston,1994,Livingston,63555,4
1994-Madison,1994,Madison,71287,2
1994-Monroe,1994,Monroe,726806,1314
1994-Montgomery,1994,Montgomery,52232,2
1994-Nassau,1994,Nassau,1306358,678
1994-New York,1994,New York,1489253,7541
1994-Niagara,1994,Niagara,222338,82
1994-Oneida,1994,Oneida,253006,90
1994-Onondaga,1994,Onondaga,475358,190
1994-Ontario,1994,Ontario,97905,4
1994-Orange,1994,Orange,316769,132
1994-Orleans,1994,Orleans,43876,2
1994-Oswego,1994,Oswego,125283,5
1994-Otsego,1994,Otsego,61185,8
1994-Putnam,1994,Putnam,87473,4
1994-Queens,1994,Queens,1958772,7559
1994-Rensselaer,1994,Rensselaer,156853,37
1994-Richmond,1994,Richmond,381484,764
1994-Rockland,1994,Rockland,271737,70
1994-Saratoga,1994,Saratoga,189002,12
1994-Schenectady,1994,Schenectady,150601,95
1994-Schoharie,1994,Schoharie,32605,0
1994-Schuyler,1994,Schuyler,18958,1
1994-Seneca,1994,Seneca,33645,0
1994-Steuben,1994,Steuben,100455,10
1994-St. Lawrence,1994,St. Lawrence,114189,7
1994-Suffolk,1994,Suffolk,1342613,642
1994-Sullivan,1994,Sullivan,70932,27
1994-Tioga,1994,Tioga,53551,0
1994-Tompkins,1994,Tompkins,95651,9
1994-Ulster,1994,Ulster,169736,23
1994-Warren,1994,Warren,60682,5
1994-Washington,1994,Washington,60651,1
1994-Wayne,1994,Wayne,91607,14
1994-Westchester,1994,Westchester,884719,660
1994-Wyoming,1994,Wyoming,43629,2
1994-Yates,1994,Yates,23302,2
1993-Albany,1993,Albany,294302,104
1993-Allegany,1993,Allegany,51659,4
1993-Bronx,1993,Bronx,1204950,9954
1993-Broome,1993,Broome,213500,31
1993-Cattaraugus,1993,Cattaraugus,86069,13
1993-Cayuga,1993,Cayuga,83056,19
1993-Chautauqua,1993,Chautauqua,142339,24
1993-Chemung,1993,Chemung,95663,15
1993-Chenango,1993,Chenango,52454,2
1993-Clinton,1993,Clinton,86450,3
1993-Columbia,1993,Columbia,63307,13
1993-Cortland,1993,Cortland,49686,4
1993-Delaware,1993,Delaware,47743,7
1993-Dutchess,1993,Dutchess,264128,132
1993-Erie,1993,Erie,977004,1440
1993-Essex,1993,Essex,37707,2
1993-Franklin,1993,Franklin,48199,8
1993-Fulton,1993,Fulton,54241,6
1993-Genesee,1993,Genesee,61132,11
1993-Greene,1993,Greene,46611,2
1993-Hamilton,1993,Hamilton,5404,0
1993-Herkimer,1993,Herkimer,66483,5
1993-Jefferson,1993,Jefferson,114208,7
1993-Kings,1993,Kings,2307039,20453
1993-Lewis,1993,Lewis,27565,5
1993-Livingston,1993,Livingston,63655,6
1993-Madison,1993,Madison,71400,7
1993-Monroe,1993,Monroe,727933,1220
1993-Montgomery,1993,Montgomery,52315,1
1993-Nassau,1993,Nassau,1308384,796
1993-New York,1993,New York,1491493,8766
1993-Niagara,1993,Niagara,222685,85
1993-Oneida,1993,Oneida,253403,88
1993-Onondaga,1993,Onondaga,476098,224
1993-Ontario,1993,Ontario,98060,6
1993-Orange,1993,Orange,317272,121
1993-Orleans,1993,Orleans,43946,4
1993-Oswego,1993,Oswego,125480,12
1993-Otsego,1993,Otsego,61281,7
1993-Putnam,1993,Putnam,87611,8
1993-Queens,1993,Queens,1961718,9488
1993-Rensselaer,1993,Rensselaer,157098,46
1993-Richmond,1993,Richmond,382057,1029
1993-Rockland,1993,Rockland,272163,85
1993-Saratoga,1993,Saratoga,189298,20
1993-Schenectady,1993,Schenectady,150837,56
1993-Schoharie,1993,Schoharie,32656,3
1993-Schuyler,1993,Schuyler,18988,2
1993-Seneca,1993,Seneca,33701,0
1993-Steuben,1993,Steuben,100617,9
1993-St. Lawrence,1993,St. Lawrence,114369,10
1993-Suffolk,1993,Suffolk,1344696,895
1993-Sullivan,1993,Sullivan,71045,38
1993-Tioga,1993,Tioga,53635,3
1993-Tompkins,1993,Tompkins,95802,13
1993-Ulster,1993,Ulster,170006,62
1993-Warren,1993,Warren,60776,4
1993-Washington,1993,Washington,60747,7
1993-Wayne,1993,Wayne,91752,11
1993-Westchester,1993,Westchester,886086,678
1993-Wyoming,1993,Wyoming,43699,4
1993-Yates,1993,Yates,23339,2
1992-Albany,1992,Albany,295018,116
1992-Allegany,1992,Allegany,50820,10
1992-Bronx,1992,Bronx,1209516,9898
1992-Broome,1992,Broome,213668,32
1992-Cattaraugus,1992,Cattaraugus,84825,5
1992-Cayuga,1992,Cayuga,82897,9
1992-Chautauqua,1992,Chautauqua,142900,19
1992-Chemung,1992,Chemung,95869,16
1992-Chenango,1992,Chenango,52128,6
1992-Clinton,1992,Clinton,86579,6
1992-Columbia,1992,Columbia,63424,12
1992-Cortland,1992,Cortland,49310,5
1992-Delaware,1992,Delaware,47555,10
1992-Dutchess,1992,Dutchess,261299,146
1992-Erie,1992,Erie,975430,1364
1992-Essex,1992,Essex,37411,5
1992-Franklin,1992,Franklin,46868,8
1992-Fulton,1992,Fulton,54572,5
1992-Genesee,1992,Genesee,60484,2
1992-Greene,1992,Greene,45050,5
1992-Hamilton,1992,Hamilton,5315,1
1992-Herkimer,1992,Herkimer,66259,0
1992-Jefferson,1992,Jefferson,111723,10
1992-Kings,1992,Kings,2315780,21070
1992-Lewis,1992,Lewis,26985,1
1992-Livingston,1992,Livingston,62808,1
1992-Madison,1992,Madison,69605,1
1992-Monroe,1992,Monroe,719054,1031
1992-Montgomery,1992,Montgomery,52347,4
1992-Nassau,1992,Nassau,1296521,1058
1992-New York,1992,New York,1497145,9623
1992-Niagara,1992,Niagara,222326,79
1992-Oneida,1992,Oneida,252609,84
1992-Onondaga,1992,Onondaga,472306,247
1992-Ontario,1992,Ontario,95773,14
1992-Orange,1992,Orange,309812,105
1992-Orleans,1992,Orleans,42140,3
1992-Oswego,1992,Oswego,122633,5
1992-Otsego,1992,Otsego,60947,4
1992-Putnam,1992,Putnam,84535,5
1992-Queens,1992,Queens,1969950,10936
1992-Rensselaer,1992,Rensselaer,155523,26
1992-Richmond,1992,Richmond,382706,1005
1992-Rockland,1992,Rockland,267362,102
1992-Saratoga,1992,Saratoga,182561,23
1992-Schenectady,1992,Schenectady,150345,64
1992-Schoharie,1992,Schoharie,32082,1
1992-Schuyler,1992,Schuyler,18793,4
1992-Seneca,1992,Seneca,33920,1
1992-Steuben,1992,Steuben,99783,8
1992-St. Lawrence,1992,St. Lawrence,112764,8
1992-Suffolk,1992,Suffolk,1331288,938
1992-Sullivan,1992,Sullivan,69765,17
1992-Tioga,1992,Tioga,52708,2
1992-Tompkins,1992,Tompkins,94762,4
1992-Ulster,1992,Ulster,166468,37
1992-Warren,1992,Warren,59628,2
1992-Washington,1992,Washington,59745,2
1992-Wayne,1992,Wayne,89754,5
1992-Westchester,1992,Westchester,881073,619
1992-Wyoming,1992,Wyoming,42804,8
1992-Yates,1992,Yates,22970,2
1991-Albany,1991,Albany,294030,120
1991-Allegany,1991,Allegany,50654,4
1991-Bronx,1991,Bronx,1205404,10927
1991-Broome,1991,Broome,212952,18
1991-Cattaraugus,1991,Cattaraugus,84545,5
1991-Cayuga,1991,Cayuga,82620,13
1991-Chautauqua,1991,Chautauqua,142423,21
1991-Chemung,1991,Chemung,95549,5
1991-Chenango,1991,Chenango,51957,8
1991-Clinton,1991,Clinton,86288,3
1991-Columbia,1991,Columbia,63215,13
1991-Cortland,1991,Cortland,49146,1
1991-Delaware,1991,Delaware,47398,1
1991-Dutchess,1991,Dutchess,260427,139
1991-Erie,1991,Erie,972153,989
1991-Essex,1991,Essex,37288,3
1991-Franklin,1991,Franklin,46713,5
1991-Fulton,1991,Fulton,54391,7
1991-Genesee,1991,Genesee,60283,6
1991-Greene,1991,Greene,44903,5
1991-Hamilton,1991,Hamilton,5298,0
1991-Herkimer,1991,Herkimer,66040,10
1991-Jefferson,1991,Jefferson,111353,2
1991-Kings,1991,Kings,2307907,21878
1991-Lewis,1991,Lewis,26895,1
1991-Livingston,1991,Livingston,62601,2
1991-Madison,1991,Madison,69375,3
1991-Monroe,1991,Monroe,716639,871
1991-Montgomery,1991,Montgomery,52173,1
1991-Nassau,1991,Nassau,1292164,901
1991-New York,1991,New York,1492055,10741
1991-Niagara,1991,Niagara,221581,78
1991-Oneida,1991,Oneida,251768,60
1991-Onondaga,1991,Onondaga,470722,188
1991-Ontario,1991,Ontario,95454,2
1991-Orange,1991,Orange,308786,80
1991-Orleans,1991,Orleans,42001,5
1991-Oswego,1991,Oswego,122224,8
1991-Otsego,1991,Otsego,60743,6
1991-Putnam,1991,Putnam,84254,7
1991-Queens,1991,Queens,1962456,11173
1991-Rensselaer,1991,Rensselaer,155003,20
1991-Richmond,1991,Richmond,382201,798
1991-Rockland,1991,Rockland,266466,79
1991-Saratoga,1991,Saratoga,181951,19
1991-Schenectady,1991,Schenectady,149842,43
1991-Schoharie,1991,Schoharie,31976,1
1991-Schuyler,1991,Schuyler,18731,3
1991-Seneca,1991,Seneca,33807,3
1991-Steuben,1991,Steuben,99454,4
1991-St. Lawrence,1991,St. Lawrence,112389,4
1991-Suffolk,1991,Suffolk,1326812,829
1991-Sullivan,1991,Sullivan,69532,10
1991-Tioga,1991,Tioga,52531,4
1991-Tompkins,1991,Tompkins,94446,6
1991-Ulster,1991,Ulster,165915,29
1991-Warren,1991,Warren,59429,3
1991-Washington,1991,Washington,59548,2
1991-Wayne,1991,Wayne,89454,12
1991-Westchester,1991,Westchester,878128,774
1991-Wyoming,1991,Wyoming,42663,3
1991-Yates,1991,Yates,22894,1
1990-Albany,1990,Albany,292594,122
1990-Allegany,1990,Allegany,50470,1
1990-Bronx,1990,Bronx,1200900,10869
1990-Broome,1990,Broome,212160,13
1990-Cattaraugus,1990,Cattaraugus,84234,5
1990-Cayuga,1990,Cayuga,82313,13
1990-Chautauqua,1990,Chautauqua,141895,19
1990-Chemung,1990,Chemung,95195,14
1990-Chenango,1990,Chenango,51768,1
1990-Clinton,1990,Clinton,85969,9
1990-Columbia,1990,Columbia,62982,3
1990-Cortland,1990,Cortland,48963,2
1990-Delaware,1990,Delaware,47225,3
1990-Dutchess,1990,Dutchess,259462,110
1990-Erie,1990,Erie,968532,758
1990-Essex,1990,Essex,37152,4
1990-Franklin,1990,Franklin,46540,7
1990-Fulton,1990,Fulton,54191,8
1990-Genesee,1990,Genesee,60060,3
1990-Greene,1990,Greene,44739,4
1990-Hamilton,1990,Hamilton,5279,0
1990-Herkimer,1990,Herkimer,65797,1
1990-Jefferson,1990,Jefferson,110943,2
1990-Kings,1990,Kings,2299285,21025
1990-Lewis,1990,Lewis,26796,10
1990-Livingston,1990,Livingston,62372,16
1990-Madison,1990,Madison,69120,2
1990-Monroe,1990,Monroe,713968,749
1990-Montgomery,1990,Montgomery,51981,2
1990-Nassau,1990,Nassau,1287348,687
1990-New York,1990,New York,1486480,10304
1990-Niagara,1990,Niagara,220756,73
1990-Oneida,1990,Oneida,250836,29
1990-Onondaga,1990,Onondaga,468973,120
1990-Ontario,1990,Ontario,95101,11
1990-Orange,1990,Orange,307647,129
1990-Orleans,1990,Orleans,41846,4
1990-Oswego,1990,Oswego,121771,4
1990-Otsego,1990,Otsego,60517,3
1990-Putnam,1990,Putnam,83941,8
1990-Queens,1990,Queens,1955125,9832
1990-Rensselaer,1990,Rensselaer,154429,16
1990-Richmond,1990,Richmond,380774,675
1990-Rockland,1990,Rockland,265475,42
1990-Saratoga,1990,Saratoga,181276,12
1990-Schenectady,1990,Schenectady,149285,37
1990-Schoharie,1990,Schoharie,31859,2
1990-Schuyler,1990,Schuyler,18662,3
1990-Seneca,1990,Seneca,33683,1
1990-Steuben,1990,Steuben,99088,6
1990-St. Lawrence,1990,St. Lawrence,111974,8
1990-Suffolk,1990,Suffolk,1321864,651
1990-Sullivan,1990,Sullivan,69277,10
1990-Tioga,1990,Tioga,52337,4
1990-Tompkins,1990,Tompkins,94097,6
1990-Ulster,1990,Ulster,165304,36
1990-Warren,1990,Warren,59209,3
1990-Washington,1990,Washington,59330,1
1990-Wayne,1990,Wayne,89123,9
1990-Westchester,1990,Westchester,874866,647
1990-Wyoming,1990,Wyoming,42507,5
1990-Yates,1990,Yates,22810,2
